"customer_id","country","recency","frequency","monetary","avg_order_value","unique_products","total_quantity","customer_lifetime_days","recency_score","frequency_score","monetary_score","rfm_total_score","rfm_score","business_segment"
12429,Austria,228,1,437.98,437.98,21,198,0,1,2,2,5,"122",Hibernating Customers
12573,France,228,1,160.54,160.54,26,84,0,1,1,1,3,"111",Hibernating Customers
18183,United Kingdom,228,2,632.07,316.04,36,371,47,1,2,3,6,"123",Hibernating Customers
17277,United Kingdom,228,2,1065.35,532.68,67,430,95,1,3,4,8,"134",Regular Customers
15891,United Kingdom,227,1,524.52,524.52,60,442,0,1,2,3,6,"123",Hibernating Customers
18220,United Kingdom,227,1,305.28,305.28,2,288,0,1,1,2,4,"112",Hibernating Customers
16698,United Kingdom,227,2,1998.00,999.00,4,840,27,1,3,4,8,"134",Regular Customers
17187,United Kingdom,227,1,203.95,203.95,10,144,0,1,1,1,3,"111",Hibernating Customers
16965,United Kingdom,227,1,201.19,201.19,26,291,0,1,1,1,3,"111",Hibernating Customers
16227,United Kingdom,226,1,314.22,314.22,6,90,0,1,2,2,5,"122",Hibernating Customers
15143,United Kingdom,226,1,259.45,259.45,14,150,0,1,1,2,4,"112",Hibernating Customers
17991,United Kingdom,226,2,93.35,46.68,4,25,1,1,3,1,5,"131",Regular Customers
14271,United Kingdom,226,1,112.32,112.32,10,88,0,1,1,1,3,"111",Hibernating Customers
15223,United Kingdom,226,2,755.75,377.88,14,213,24,1,2,3,6,"123",Hibernating Customers
17893,United Kingdom,226,1,112.25,112.25,15,161,0,1,1,1,3,"111",Hibernating Customers
12417,Spain,226,1,436.30,436.30,23,267,0,1,2,2,5,"122",Hibernating Customers
15210,United Kingdom,226,1,331.18,331.18,20,228,0,1,2,2,5,"122",Hibernating Customers
13229,United Kingdom,226,1,160.95,160.95,10,63,0,1,1,1,3,"111",Hibernating Customers
14022,United Kingdom,226,1,440.00,440.00,28,487,0,1,2,2,5,"122",Hibernating Customers
14304,United Kingdom,223,1,383.45,383.45,17,139,0,1,2,2,5,"122",Hibernating Customers
16634,United Kingdom,223,2,217.90,108.95,9,82,150,1,3,1,5,"131",Regular Customers
14149,United Kingdom,221,1,446.62,446.62,28,218,0,1,2,2,5,"122",Hibernating Customers
16055,United Kingdom,221,1,134.80,134.80,8,22,0,1,1,1,3,"111",Hibernating Customers
17501,United Kingdom,221,2,288.60,144.30,18,160,0,1,2,2,5,"122",Hibernating Customers
17394,United Kingdom,220,1,203.87,203.87,4,241,0,1,1,1,3,"111",Hibernating Customers
13731,United Kingdom,220,2,610.59,305.30,36,278,27,1,3,3,7,"133",Regular Customers
16610,United Kingdom,220,1,75.66,75.66,6,66,0,1,1,1,3,"111",Hibernating Customers
14245,United Kingdom,220,2,1693.45,846.73,107,976,44,1,3,4,8,"134",Regular Customers
17443,Canada,220,1,534.24,534.24,1,504,0,1,2,3,6,"123",Hibernating Customers
17646,United Kingdom,220,3,1008.39,336.13,46,323,146,1,3,4,8,"134",Regular Customers
14423,United Kingdom,219,1,265.20,265.20,3,120,0,1,1,2,4,"112",Hibernating Customers
16714,United Kingdom,219,3,1161.53,387.18,77,610,99,1,3,4,8,"134",Regular Customers
13711,United Kingdom,219,2,252.06,126.03,11,140,0,1,2,2,5,"122",Hibernating Customers
16990,United Kingdom,219,1,179.00,179.00,1,100,0,1,1,1,3,"111",Hibernating Customers
14393,United Kingdom,219,1,67.95,67.95,5,13,0,1,1,1,3,"111",Hibernating Customers
17578,United Kingdom,219,1,143.46,143.46,5,138,0,1,1,1,3,"111",Hibernating Customers
14697,United Kingdom,219,2,188.61,94.31,22,181,0,1,3,1,5,"131",Regular Customers
15759,United Kingdom,219,3,253.04,84.35,5,60,140,1,3,2,6,"132",Regular Customers
17849,United Kingdom,219,4,605.80,151.45,14,114,115,1,4,3,8,"143",Regular Customers
14199,United Kingdom,219,1,185.40,185.40,2,28,0,1,1,1,3,"111",Hibernating Customers
13762,United Kingdom,219,1,306.72,306.72,7,272,0,1,1,2,4,"112",Hibernating Customers
16457,United Kingdom,219,1,208.36,208.36,9,140,0,1,1,1,3,"111",Hibernating Customers
16109,United Kingdom,219,2,611.88,305.94,18,612,90,1,3,3,7,"133",Regular Customers
14340,United Kingdom,219,1,134.70,134.70,6,58,0,1,1,1,3,"111",Hibernating Customers
18239,United Kingdom,219,5,1561.61,312.32,80,795,154,1,4,4,9,"144",At Risk High Value
17374,United Kingdom,219,2,495.77,247.89,24,85,63,1,3,3,7,"133",Regular Customers
18227,United Kingdom,218,1,93.75,93.75,5,21,0,1,1,1,3,"111",Hibernating Customers
15235,United Kingdom,218,12,2247.51,187.29,132,1324,156,1,5,5,11,"155",At Risk High Value
17174,United Kingdom,218,1,59.90,59.90,4,41,0,1,1,1,3,"111",Hibernating Customers
15668,United Kingdom,218,1,76.32,76.32,1,72,0,1,1,1,3,"111",Hibernating Customers
15552,United Kingdom,218,1,90.12,90.12,17,60,0,1,1,1,3,"111",Hibernating Customers
13952,United Kingdom,218,2,3251.07,1625.54,119,1430,21,1,3,5,9,"135",Regular Customers
18078,United Kingdom,218,2,336.13,168.07,27,145,42,1,3,2,6,"132",Regular Customers
17604,United Kingdom,218,2,309.36,154.68,57,169,95,1,3,2,6,"132",Regular Customers
13723,United Kingdom,218,1,199.85,199.85,6,43,0,1,1,1,3,"111",Hibernating Customers
16319,United Kingdom,218,1,404.40,404.40,3,72,0,1,2,2,5,"122",Hibernating Customers
12394,Belgium,218,1,381.08,381.08,21,182,0,1,2,2,5,"122",Hibernating Customers
12414,Austria,218,3,562.41,187.47,16,300,93,1,4,3,8,"143",Regular Customers
13561,United Kingdom,216,1,141.86,141.86,14,83,0,1,1,1,3,"111",Hibernating Customers
15092,United Kingdom,216,2,457.81,228.91,23,135,68,1,3,2,6,"132",Regular Customers
14353,United Kingdom,216,1,90.60,90.60,6,64,0,1,1,1,3,"111",Hibernating Customers
13642,United Kingdom,216,1,354.80,354.80,57,173,0,1,2,2,5,"122",Hibernating Customers
14161,United Kingdom,216,3,1110.52,370.17,87,455,154,1,4,4,9,"144",At Risk High Value
16756,United Kingdom,215,1,239.40,239.40,13,106,0,1,1,1,3,"111",Hibernating Customers
14699,United Kingdom,215,1,109.13,109.13,8,77,0,1,1,1,3,"111",Hibernating Customers
12821,United Kingdom,215,1,92.72,92.72,6,70,0,1,1,1,3,"111",Hibernating Customers
12888,United Kingdom,215,2,354.12,177.06,4,76,41,1,3,2,6,"132",Regular Customers
18120,United Kingdom,215,1,111.15,111.15,17,31,0,1,1,1,3,"111",Hibernating Customers
12355,Bahrain,215,1,459.40,459.40,13,240,0,1,2,2,5,"122",Hibernating Customers
15433,United Kingdom,214,2,533.30,266.65,40,534,54,1,3,3,7,"133",Regular Customers
15063,United Kingdom,214,1,370.80,370.80,5,56,0,1,2,2,5,"122",Hibernating Customers
17597,United Kingdom,214,1,2044.37,2044.37,55,1176,0,1,2,4,7,"124",Hibernating Customers
16306,United Kingdom,214,6,632.27,105.38,36,487,154,1,5,3,9,"153",Regular Customers
13990,United Kingdom,214,1,311.30,311.30,16,190,0,1,2,2,5,"122",Hibernating Customers
15381,United Kingdom,214,2,596.85,298.43,8,171,55,1,3,3,7,"133",Regular Customers
16431,United Kingdom,214,3,642.81,214.27,51,453,84,1,3,3,7,"133",Regular Customers
14288,United Kingdom,214,1,426.60,426.60,16,188,0,1,2,2,5,"122",Hibernating Customers
14920,United Kingdom,213,2,977.77,488.89,57,509,0,1,3,4,8,"134",Regular Customers
15732,United Kingdom,213,2,294.12,147.06,13,215,160,1,2,2,5,"122",Hibernating Customers
15729,United Kingdom,213,1,85.00,85.00,5,28,0,1,1,1,3,"111",Hibernating Customers
18133,United Kingdom,213,1,931.50,931.50,1,1350,0,1,2,3,6,"123",Hibernating Customers
17889,United Kingdom,213,2,203.87,101.94,20,79,110,1,3,1,5,"131",Regular Customers
15079,United Kingdom,213,4,895.61,223.90,46,389,153,1,4,3,8,"143",Regular Customers
13052,United Kingdom,213,1,348.15,348.15,18,222,0,1,2,2,5,"122",Hibernating Customers
13235,United Kingdom,213,1,1031.07,1031.07,53,441,0,1,2,4,7,"124",Hibernating Customers
12625,Germany,212,2,2683.82,1341.91,73,1612,108,1,3,5,9,"135",Regular Customers
16006,United Kingdom,212,1,101.40,101.40,8,84,0,1,1,1,3,"111",Hibernating Customers
16244,United Kingdom,212,2,1522.75,761.38,88,855,161,1,3,4,8,"134",Regular Customers
12590,Germany,212,2,9864.26,4932.13,68,4283,0,1,3,5,9,"135",Regular Customers
16116,United Kingdom,212,1,612.78,612.78,34,248,0,1,2,3,6,"123",Hibernating Customers
14000,United Kingdom,212,1,635.66,635.66,15,710,0,1,2,3,6,"123",Hibernating Customers
12976,United Kingdom,212,1,738.60,738.60,22,561,0,1,2,3,6,"123",Hibernating Customers
16943,United Kingdom,212,3,816.73,272.24,23,145,107,1,4,3,8,"143",Regular Customers
13837,United Kingdom,212,2,271.24,135.62,17,183,106,1,2,2,5,"122",Hibernating Customers
17970,United Kingdom,212,1,582.59,582.59,27,525,0,1,2,3,6,"123",Hibernating Customers
14988,United Kingdom,212,1,334.54,334.54,40,141,0,1,2,2,5,"122",Hibernating Customers
18218,United Kingdom,212,2,662.08,331.04,17,584,70,1,2,3,6,"123",Hibernating Customers
14873,United Kingdom,211,1,519.68,519.68,28,168,0,1,2,3,6,"123",Hibernating Customers
12770,Japan,211,1,1351.45,1351.45,12,743,0,1,2,4,7,"124",Hibernating Customers
12857,United Kingdom,211,2,1106.40,553.20,37,343,92,1,3,4,8,"134",Regular Customers
15333,United Kingdom,209,1,1028.56,1028.56,16,344,0,1,2,4,7,"124",Hibernating Customers
17263,United Kingdom,209,1,63.44,63.44,23,36,0,1,1,1,3,"111",Hibernating Customers
14689,United Kingdom,209,1,112.80,112.80,13,76,0,1,1,1,3,"111",Hibernating Customers
14888,United Kingdom,208,1,369.20,369.20,20,184,0,1,2,2,5,"122",Hibernating Customers
14489,United Kingdom,208,1,463.38,463.38,30,299,0,1,2,2,5,"122",Hibernating Customers
15813,United Kingdom,208,2,1303.91,651.96,40,603,32,1,3,4,8,"134",Regular Customers
14320,United Kingdom,207,2,477.79,238.90,29,325,126,1,3,2,6,"132",Regular Customers
13976,United Kingdom,207,1,357.98,357.98,10,154,0,1,2,2,5,"122",Hibernating Customers
17504,United Kingdom,207,9,2997.03,333.00,112,1664,116,1,5,5,11,"155",At Risk High Value
13531,United Kingdom,206,2,483.80,241.90,17,174,161,1,3,2,6,"132",Regular Customers
14620,United Kingdom,206,2,412.78,206.39,26,214,78,1,3,2,6,"132",Regular Customers
13572,United Kingdom,206,1,1384.25,1384.25,32,534,0,1,2,4,7,"124",Hibernating Customers
13659,United Kingdom,206,2,1573.20,786.60,92,894,115,1,3,4,8,"134",Regular Customers
12690,France,206,1,389.01,389.01,16,106,0,1,2,2,5,"122",Hibernating Customers
17556,United Kingdom,206,1,157.90,157.90,6,101,0,1,1,1,3,"111",Hibernating Customers
17245,United Kingdom,205,1,171.45,171.45,9,75,0,1,1,1,3,"111",Hibernating Customers
17871,United Kingdom,205,1,155.90,155.90,10,182,0,1,1,1,3,"111",Hibernating Customers
14442,Channel Islands,205,2,1589.82,794.91,58,482,112,1,3,4,8,"134",Regular Customers
15648,United Kingdom,205,2,657.35,328.68,23,221,63,1,2,3,6,"123",Hibernating Customers
14896,United Kingdom,205,2,468.77,234.39,43,279,161,1,3,2,6,"132",Regular Customers
12897,United Kingdom,205,2,216.50,108.25,3,110,97,1,3,1,5,"131",Regular Customers
12353,Bahrain,205,1,89.00,89.00,4,20,0,1,1,1,3,"111",Hibernating Customers
13887,United Kingdom,205,1,349.55,349.55,19,147,0,1,2,2,5,"122",Hibernating Customers
13391,United Kingdom,204,1,59.80,59.80,1,4,0,1,1,1,3,"111",Hibernating Customers
16226,United Kingdom,204,3,255.12,85.04,6,192,32,1,3,2,6,"132",Regular Customers
13243,United Kingdom,204,1,600.07,600.07,56,233,0,1,2,3,6,"123",Hibernating Customers
17455,United Kingdom,204,1,131.70,131.70,8,66,0,1,1,1,3,"111",Hibernating Customers
18048,United Kingdom,204,2,172.29,86.15,6,127,0,1,3,1,5,"131",Regular Customers
14647,United Kingdom,202,1,243.22,243.22,24,95,0,1,1,1,3,"111",Hibernating Customers
14195,United Kingdom,202,2,1012.00,506.00,7,760,51,1,3,4,8,"134",Regular Customers
15724,United Kingdom,202,2,218.25,109.13,11,73,83,1,3,1,5,"131",Regular Customers
15705,United Kingdom,202,1,143.10,143.10,6,62,0,1,1,1,3,"111",Hibernating Customers
15292,United Kingdom,202,1,180.94,180.94,24,56,0,1,1,1,3,"111",Hibernating Customers
17176,United Kingdom,202,1,306.13,306.13,15,170,0,1,1,2,4,"112",Hibernating Customers
13227,United Kingdom,202,1,257.70,257.70,9,99,0,1,1,2,4,"112",Hibernating Customers
14817,United Kingdom,201,2,1110.34,555.17,52,655,77,1,3,4,8,"134",Regular Customers
13339,United Kingdom,201,1,860.12,860.12,54,326,0,1,2,3,6,"123",Hibernating Customers
17715,United Kingdom,201,1,326.40,326.40,1,384,0,1,2,2,5,"122",Hibernating Customers
13479,United Kingdom,201,2,300.95,150.48,14,134,34,1,3,2,6,"132",Regular Customers
13223,United Kingdom,201,2,163.20,81.60,5,88,32,1,3,1,5,"131",Regular Customers
13737,United Kingdom,201,1,339.60,339.60,29,125,0,1,2,2,5,"122",Hibernating Customers
15042,United Kingdom,200,1,135.93,135.93,5,30,0,1,1,1,3,"111",Hibernating Customers
18202,United Kingdom,200,3,1396.99,465.66,55,581,112,1,3,4,8,"134",Regular Customers
17375,United Kingdom,200,3,400.10,133.37,63,367,162,1,3,2,6,"132",Regular Customers
15314,United Kingdom,200,1,327.97,327.97,24,313,0,1,2,2,5,"122",Hibernating Customers
17955,United Kingdom,199,4,557.30,139.33,14,273,21,1,4,3,8,"143",Regular Customers
14009,United Kingdom,199,2,695.61,347.81,42,365,7,1,2,3,6,"123",Hibernating Customers
15882,United Kingdom,199,4,516.36,129.09,23,276,170,1,4,3,8,"143",Regular Customers
17770,United Kingdom,199,5,1143.27,228.65,33,365,84,1,4,4,9,"144",At Risk High Value
16763,United Kingdom,199,1,611.85,611.85,23,319,0,1,2,3,6,"123",Hibernating Customers
14705,United Kingdom,199,1,179.00,179.00,1,100,0,1,1,1,3,"111",Hibernating Customers
16448,United Kingdom,199,1,188.89,188.89,19,78,0,1,1,1,3,"111",Hibernating Customers
14985,United Kingdom,199,2,296.75,148.38,78,260,160,1,2,2,5,"122",Hibernating Customers
16356,United Kingdom,198,3,211.77,70.59,20,93,80,1,4,1,6,"141",Regular Customers
16449,United Kingdom,198,2,707.69,353.85,40,367,83,1,2,3,6,"123",Hibernating Customers
14740,United Kingdom,198,3,1448.21,482.74,85,735,86,1,3,4,8,"134",Regular Customers
17550,United Kingdom,198,3,267.16,89.05,42,86,46,1,4,2,7,"142",Regular Customers
16838,United Kingdom,198,2,588.85,294.43,24,185,91,1,3,3,7,"133",Regular Customers
12547,Spain,198,2,207.80,103.90,7,134,83,1,3,1,5,"131",Regular Customers
14816,United Kingdom,198,1,271.85,271.85,4,5,0,1,1,2,4,"112",Hibernating Customers
12974,United Kingdom,198,1,144.80,144.80,8,24,0,1,1,1,3,"111",Hibernating Customers
14625,United Kingdom,197,2,899.63,449.82,51,335,165,1,3,3,7,"133",Regular Customers
16323,United Kingdom,197,1,207.50,207.50,1,50,0,1,1,1,3,"111",Hibernating Customers
16275,United Kingdom,197,1,559.87,559.87,33,336,0,1,2,3,6,"123",Hibernating Customers
16034,United Kingdom,197,3,437.70,145.90,18,242,136,1,3,2,6,"132",Regular Customers
12999,United Kingdom,197,3,455.88,151.96,25,342,49,1,4,2,7,"142",Regular Customers
15104,United Kingdom,197,2,1027.44,513.72,66,637,86,1,3,4,8,"134",Regular Customers
14828,United Kingdom,197,3,2139.76,713.25,17,2172,140,1,4,5,10,"145",At Risk High Value
14280,United Kingdom,197,1,134.04,134.04,8,52,0,1,1,1,3,"111",Hibernating Customers
13135,United Kingdom,197,1,3096.00,3096.00,1,4300,0,1,2,5,8,"125",Hibernating Customers
17152,United Kingdom,195,3,1689.50,563.17,9,517,69,1,4,4,9,"144",At Risk High Value
16889,United Kingdom,195,3,1578.67,526.22,112,925,142,1,3,4,8,"134",Regular Customers
12426,Germany,195,1,582.73,582.73,30,258,0,1,2,3,6,"123",Hibernating Customers
15897,United Kingdom,195,2,222.05,111.03,17,261,0,1,3,1,5,"131",Regular Customers
17051,United Kingdom,195,1,247.14,247.14,40,184,0,1,1,1,3,"111",Hibernating Customers
16567,United Kingdom,195,2,865.60,432.80,34,996,142,1,3,3,7,"133",Regular Customers
15925,United Kingdom,195,1,207.15,207.15,12,93,0,1,1,1,3,"111",Hibernating Customers
18190,United Kingdom,193,2,284.46,142.23,14,140,138,1,2,2,5,"122",Hibernating Customers
13070,United Kingdom,193,1,228.80,228.80,9,110,0,1,1,1,3,"111",Hibernating Customers
17454,United Kingdom,193,4,517.53,129.38,57,243,167,1,4,3,8,"143",Regular Customers
18231,United Kingdom,193,5,2083.27,416.65,106,821,96,1,4,5,10,"145",At Risk High Value
16483,United Kingdom,193,1,139.35,139.35,19,44,0,1,1,1,3,"111",Hibernating Customers
13398,United Kingdom,193,1,457.34,457.34,26,281,0,1,2,2,5,"122",Hibernating Customers
12790,Netherlands,193,1,324.92,324.92,21,166,0,1,2,2,5,"122",Hibernating Customers
16810,United Kingdom,193,1,309.54,309.54,15,114,0,1,2,2,5,"122",Hibernating Customers
15643,United Kingdom,192,3,664.00,221.33,31,246,91,1,3,3,7,"133",Regular Customers
13475,United Kingdom,192,4,1431.78,357.95,64,1012,107,1,4,4,9,"144",At Risk High Value
17472,United Kingdom,192,3,710.29,236.76,142,462,108,1,4,3,8,"143",Regular Customers
14377,United Kingdom,192,2,617.05,308.53,11,219,71,1,3,3,7,"133",Regular Customers
13062,United Kingdom,192,1,346.98,346.98,11,343,0,1,2,2,5,"122",Hibernating Customers
16424,United Kingdom,192,1,133.56,133.56,5,88,0,1,1,1,3,"111",Hibernating Customers
15658,United Kingdom,191,5,1024.10,204.82,40,242,182,1,4,4,9,"144",At Risk High Value
17900,United Kingdom,191,2,112.20,56.10,4,73,0,1,3,1,5,"131",Regular Customers
15918,United Kingdom,191,2,334.23,167.12,33,153,81,1,3,2,6,"132",Regular Customers
17531,United Kingdom,191,1,296.70,296.70,14,136,0,1,1,2,4,"112",Hibernating Customers
16529,United Kingdom,191,1,455.25,455.25,30,198,0,1,2,2,5,"122",Hibernating Customers
14453,United Kingdom,191,1,119.93,119.93,22,49,0,1,1,1,3,"111",Hibernating Customers
13294,United Kingdom,190,2,873.74,436.87,48,453,60,1,3,3,7,"133",Regular Customers
15405,United Kingdom,190,1,349.10,349.10,8,193,0,1,2,2,5,"122",Hibernating Customers
16230,United Kingdom,190,2,542.03,271.02,32,365,31,1,3,3,7,"133",Regular Customers
12601,Germany,190,5,577.06,115.41,21,245,143,1,4,3,8,"143",Regular Customers
13885,United Kingdom,190,2,506.80,253.40,28,182,11,1,3,3,7,"133",Regular Customers
15508,United Kingdom,190,6,1000.27,166.71,78,440,46,1,5,4,10,"154",At Risk High Value
16117,United Kingdom,190,1,232.21,232.21,30,130,0,1,1,1,3,"111",Hibernating Customers
16967,United Kingdom,190,1,319.02,319.02,21,333,0,1,2,2,5,"122",Hibernating Customers
16659,United Kingdom,190,1,39.12,39.12,2,72,0,1,1,1,3,"111",Hibernating Customers
13682,United Kingdom,188,1,59.50,59.50,3,10,0,1,1,1,3,"111",Hibernating Customers
16883,United Kingdom,188,2,276.73,138.37,33,104,184,1,2,2,5,"122",Hibernating Customers
14512,United Kingdom,188,2,275.28,137.64,19,122,45,1,2,2,5,"122",Hibernating Customers
14682,United Kingdom,188,2,52.00,26.00,1,80,14,1,3,1,5,"131",Regular Customers
17708,United Kingdom,188,2,267.08,133.54,28,91,137,1,2,2,5,"122",Hibernating Customers
12468,Germany,188,2,729.54,364.77,36,366,129,1,2,3,6,"123",Hibernating Customers
16963,United Kingdom,188,1,110.55,110.55,7,35,0,1,1,1,3,"111",Hibernating Customers
16611,United Kingdom,187,1,129.49,129.49,9,47,0,1,1,1,3,"111",Hibernating Customers
12802,Netherlands,187,1,427.58,427.58,25,314,0,1,2,2,5,"122",Hibernating Customers
16849,United Kingdom,187,1,124.57,124.57,8,33,0,1,1,1,3,"111",Hibernating Customers
15386,United Kingdom,187,1,394.14,394.14,31,446,0,1,2,2,5,"122",Hibernating Customers
15852,United Kingdom,187,2,160.71,80.36,22,48,11,1,2,1,4,"121",Hibernating Customers
16520,United Kingdom,187,3,1046.57,348.86,129,558,179,1,4,4,9,"144",At Risk High Value
14375,United Kingdom,186,1,257.68,257.68,57,194,0,1,1,2,4,"112",Hibernating Customers
17707,United Kingdom,186,2,152.40,76.20,3,144,151,1,3,1,5,"131",Regular Customers
12868,United Kingdom,186,6,1607.06,267.84,72,928,188,1,5,4,10,"154",At Risk High Value
14542,United Kingdom,186,1,103.25,103.25,5,19,0,1,1,1,3,"111",Hibernating Customers
14867,United Kingdom,186,3,710.28,236.76,31,328,151,1,4,3,8,"143",Regular Customers
17987,United Kingdom,186,1,198.57,198.57,13,261,0,1,1,1,3,"111",Hibernating Customers
17026,United Kingdom,186,2,154.83,77.42,4,97,184,1,3,1,5,"131",Regular Customers
17874,United Kingdom,186,6,683.46,113.91,37,221,70,1,5,3,9,"153",Regular Customers
18072,United Kingdom,186,1,247.44,247.44,18,288,0,1,1,1,3,"111",Hibernating Customers
13395,United Kingdom,186,1,307.72,307.72,21,336,0,1,1,2,4,"112",Hibernating Customers
17854,United Kingdom,186,2,311.26,155.63,15,84,42,1,3,2,6,"132",Regular Customers
12891,United Kingdom,186,3,331.00,110.33,2,950,107,1,4,2,7,"142",Regular Customers
17124,United Kingdom,186,1,298.89,298.89,31,130,0,1,1,2,4,"112",Hibernating Customers
13466,United Kingdom,185,1,307.90,307.90,17,259,0,1,1,2,4,"112",Hibernating Customers
16955,United Kingdom,185,4,518.67,129.67,18,266,189,1,4,3,8,"143",Regular Customers
17409,United Kingdom,185,2,771.85,385.93,13,105,64,1,2,3,6,"123",Hibernating Customers
14622,United Kingdom,185,1,320.58,320.58,21,146,0,1,2,2,5,"122",Hibernating Customers
16832,United Kingdom,185,3,199.15,66.38,11,33,33,1,4,1,6,"141",Regular Customers
12383,Belgium,185,5,1850.56,370.11,84,1532,168,1,4,4,9,"144",At Risk High Value
15609,United Kingdom,185,1,298.48,298.48,16,148,0,1,1,2,4,"112",Hibernating Customers
16113,United Kingdom,184,1,161.38,161.38,30,176,0,1,1,1,3,"111",Hibernating Customers
13900,United Kingdom,184,3,740.95,246.98,42,430,79,1,4,3,8,"143",Regular Customers
14241,United Kingdom,184,1,213.70,213.70,10,146,0,1,1,1,3,"111",Hibernating Customers
14231,United Kingdom,184,3,925.71,308.57,47,409,105,1,4,3,8,"143",Regular Customers
15780,United Kingdom,184,3,475.28,158.43,26,220,174,1,3,2,6,"132",Regular Customers
14501,United Kingdom,184,2,251.21,125.61,9,161,136,1,2,1,4,"121",Hibernating Customers
13811,Germany,184,3,814.50,271.50,7,68,56,1,4,3,8,"143",Regular Customers
17234,United Kingdom,183,1,149.89,149.89,14,55,0,1,1,1,3,"111",Hibernating Customers
15098,United Kingdom,183,3,39916.50,13305.50,1,121,0,1,4,5,10,"145",At Risk High Value
13533,United Kingdom,183,3,270.79,90.26,61,204,85,1,4,2,7,"142",Regular Customers
16614,United Kingdom,183,1,506.19,506.19,26,223,0,1,2,3,6,"123",Hibernating Customers
13686,United Kingdom,183,1,72.00,72.00,8,70,0,1,1,1,3,"111",Hibernating Customers
16581,United Kingdom,183,1,105.84,105.84,9,134,0,1,1,1,3,"111",Hibernating Customers
14450,United Kingdom,181,3,483.25,161.08,32,241,140,1,3,2,6,"132",Regular Customers
18281,United Kingdom,181,1,80.82,80.82,7,54,0,1,1,1,3,"111",Hibernating Customers
14823,United Kingdom,181,3,321.43,107.14,56,88,14,1,4,2,7,"142",Regular Customers
15069,United Kingdom,180,1,1109.53,1109.53,70,520,0,1,2,4,7,"124",Hibernating Customers
14573,United Kingdom,180,9,1653.42,183.71,127,544,193,1,5,4,10,"154",At Risk High Value
12732,France,180,1,236.26,236.26,12,111,0,1,1,1,3,"111",Hibernating Customers
13080,United Kingdom,180,1,58.08,58.08,6,120,0,1,1,1,3,"111",Hibernating Customers
13663,United Kingdom,180,1,189.47,189.47,13,91,0,2,1,1,4,"211",Hibernating Customers
17349,United Kingdom,180,1,110.75,110.75,8,112,0,2,1,1,4,"211",Hibernating Customers
17795,United Kingdom,180,2,350.39,175.20,43,341,85,2,3,2,7,"232",Regular Customers
13936,United Kingdom,180,1,376.58,376.58,26,330,0,2,2,2,6,"222",Hibernating Customers
13476,United Kingdom,179,2,1238.47,619.24,56,417,103,2,3,4,9,"234",Regular Customers
17749,United Kingdom,179,2,674.52,337.26,33,320,78,2,2,3,7,"223",Hibernating Customers
15912,United Kingdom,179,2,264.62,132.31,19,185,55,2,2,2,6,"222",Hibernating Customers
17179,United Kingdom,179,3,711.79,237.26,56,290,183,2,4,3,9,"243",Regular Customers
15574,United Kingdom,178,4,702.25,175.56,131,349,195,2,4,3,9,"243",Regular Customers
12809,Portugal,178,1,489.31,489.31,25,220,0,2,2,3,7,"223",Hibernating Customers
17536,United Kingdom,178,1,76.50,76.50,3,6,0,2,1,1,4,"211",Hibernating Customers
16461,United Kingdom,178,1,151.42,151.42,31,49,0,2,1,1,4,"211",Hibernating Customers
18165,United Kingdom,178,1,302.46,302.46,10,254,0,2,1,2,5,"212",Hibernating Customers
16644,United Kingdom,178,2,833.78,416.89,62,826,35,2,3,3,8,"233",Regular Customers
14222,United Kingdom,178,1,683.17,683.17,41,607,0,2,2,3,7,"223",Hibernating Customers
13343,United Kingdom,178,1,353.43,353.43,19,135,0,2,2,2,6,"222",Hibernating Customers
16739,United Kingdom,177,1,323.00,323.00,13,172,0,2,2,2,6,"222",Hibernating Customers
16257,United Kingdom,177,1,46.95,46.95,2,2,0,2,1,1,4,"211",Hibernating Customers
13826,United Kingdom,177,1,189.50,189.50,10,82,0,2,1,1,4,"211",Hibernating Customers
15585,United Kingdom,177,1,455.30,455.30,31,320,0,2,2,2,6,"222",Hibernating Customers
14037,United Kingdom,177,2,147.20,73.60,27,46,188,2,3,1,6,"231",Regular Customers
17446,United Kingdom,177,2,120.90,60.45,6,198,134,2,3,1,6,"231",Regular Customers
15219,United Kingdom,177,1,305.75,305.75,9,45,0,2,1,2,5,"212",Hibernating Customers
18168,United Kingdom,177,6,1169.94,194.99,97,594,196,2,5,4,11,"254",At Risk High Value
12908,United Kingdom,177,2,750.00,375.00,1,1200,136,2,2,3,7,"223",Hibernating Customers
16276,United Kingdom,177,1,810.60,810.60,6,420,0,2,2,3,7,"223",Hibernating Customers
13951,United Kingdom,177,3,674.45,224.82,38,459,118,2,4,3,9,"243",Regular Customers
17204,United Kingdom,176,4,1564.56,391.14,44,646,88,2,4,4,10,"244",At Risk High Value
14491,United Kingdom,176,2,340.93,170.47,17,139,197,2,3,2,7,"232",Regular Customers
17616,United Kingdom,174,3,571.20,190.40,1,224,194,2,4,3,9,"243",Regular Customers
13568,United Kingdom,174,1,192.85,192.85,41,70,0,2,1,1,4,"211",Hibernating Customers
15909,United Kingdom,174,1,191.94,191.94,7,98,0,2,1,1,4,"211",Hibernating Customers
17879,United Kingdom,174,1,178.52,178.52,6,45,0,2,1,1,4,"211",Hibernating Customers
13618,United Kingdom,174,1,177.34,177.34,13,246,0,2,1,1,4,"211",Hibernating Customers
14162,United Kingdom,174,2,289.36,144.68,25,142,119,2,2,2,6,"222",Hibernating Customers
